date,state,death
5/16/2020,AZ,679
5/16/2020,CA,3204
5/16/2020,CO,1192
5/16/2020,CT,3339
5/16/2020,DC,375
5/16/2020,DE,383
5/16/2020,FL,2040
5/16/2020,GA,1592
5/16/2020,GU,5
5/16/2020,HI,17
5/16/2020,IA,346
5/16/2020,ID,73
5/16/2020,IL,4129
5/16/2020,IN,1741
5/16/2020,KS,172
5/16/2020,KY,332
5/16/2020,LA,2479
5/16/2020,MA,5705
5/16/2020,MD,2040
5/16/2020,ME,70
5/16/2020,MI,5357
5/16/2020,MN,709
5/16/2020,MO,589
5/16/2020,MP,2
5/16/2020,MS,510
5/16/2020,MT,16
5/16/2020,NC,652
5/16/2020,ND,42
5/16/2020,NE,119
5/16/2020,NH,159
5/16/2020,NJ,11903
5/16/2020,NM,259
5/16/2020,NV,369
5/16/2020,NY,22478
5/16/2020,OH,1610
5/16/2020,OK,288
5/16/2020,OR,137
5/16/2020,PA,4403
5/16/2020,PR,122
5/16/2020,RI,489
5/16/2020,SC,380
5/16/2020,SD,44
5/16/2020,TN,295
5/16/2020,TX,1305
5/16/2020,UT,78
5/16/2020,VA,1002
5/16/2020,VI,6
5/16/2020,VT,53
5/16/2020,WA,992
5/16/2020,WI,453
5/16/2020,WV,64
5/16/2020,WY,7
5/15/2020,AK,10
5/15/2020,AL,476
5/15/2020,AR,98
5/15/2020,AS,0
5/15/2020,AZ,651
5/15/2020,CA,3108
5/15/2020,CO,1150
5/15/2020,CT,3285
5/15/2020,DC,368
5/15/2020,DE,373
5/15/2020,FL,1991
5/15/2020,GA,1557
5/15/2020,GU,5
5/15/2020,HI,17
5/15/2020,IA,336
5/15/2020,ID,72
5/15/2020,IL,4058
5/15/2020,IN,1691
5/15/2020,KS,172
5/15/2020,KY,328
5/15/2020,LA,2448
5/15/2020,MA,5592
5/15/2020,MD,1991
5/15/2020,ME,69
5/15/2020,MI,5325
5/15/2020,MN,692
5/15/2020,MO,576
5/15/2020,MP,2
5/15/2020,MS,493
5/15/2020,MT,16
5/15/2020,NC,641
5/15/2020,ND,42
5/15/2020,NE,113
5/15/2020,NH,159
5/15/2020,NJ,11789
5/15/2020,NM,253
5/15/2020,NV,368
5/15/2020,NY,22304
5/15/2020,OH,1581
5/15/2020,OK,285
5/15/2020,OR,137
5/15/2020,PA,4342
5/15/2020,PR,122
5/15/2020,RI,479
5/15/2020,SC,380
5/15/2020,SD,44
5/15/2020,TN,290
5/15/2020,TX,1272
5/15/2020,UT,77
5/15/2020,VA,977
5/15/2020,VI,6
5/15/2020,VT,53
5/15/2020,WA,983
5/15/2020,WI,445
5/15/2020,WV,62
5/15/2020,WY,7
5/14/2020,AK,10
5/14/2020,AL,467
5/14/2020,AR,97
5/14/2020,AS,0
5/14/2020,AZ,624
5/14/2020,CA,3032
5/14/2020,CO,1091
5/14/2020,CT,3219
5/14/2020,DC,358
5/14/2020,DE,362
5/14/2020,FL,1948
5/14/2020,GA,1527
5/14/2020,GU,5
5/14/2020,HI,17
5/14/2020,IA,318
5/14/2020,ID,69
5/14/2020,IL,3928
5/14/2020,IN,1646
5/14/2020,KS,164
5/14/2020,KY,326
5/14/2020,LA,2417
5/14/2020,MA,5482
5/14/2020,MD,1935
5/14/2020,ME,69
5/14/2020,MI,5278
5/14/2020,MN,663
5/14/2020,MO,562
5/14/2020,MP,2
5/14/2020,MS,480
5/14/2020,MT,16
5/14/2020,NC,615
5/14/2020,ND,40
5/14/2020,NE,107
5/14/2020,NH,150
5/14/2020,NJ,11592
5/14/2020,NM,242
5/14/2020,NV,358
5/14/2020,NY,22170
5/14/2020,OH,1534
5/14/2020,OK,284
5/14/2020,OR,134
5/14/2020,PA,4218
5/14/2020,PR,117
5/14/2020,RI,468
5/14/2020,SC,371
5/14/2020,SD,43
5/14/2020,TN,287
5/14/2020,TX,1216
5/14/2020,UT,75
5/14/2020,VA,955
5/14/2020,VI,6
5/14/2020,VT,53
5/14/2020,WA,975
5/14/2020,WI,434
5/14/2020,WV,60
5/14/2020,WY,7
5/13/2020,AK,10
5/13/2020,AL,449
5/13/2020,AR,95
5/13/2020,AS,0
5/13/2020,AZ,594
5/13/2020,CA,2934
5/13/2020,CO,1062
5/13/2020,CT,3125
5/13/2020,DC,350
5/13/2020,DE,351
5/13/2020,FL,1898
5/13/2020,GA,1505
5/13/2020,GU,5
5/13/2020,HI,17
5/13/2020,IA,306
5/13/2020,ID,69
5/13/2020,IL,3792
5/13/2020,IN,1619
5/13/2020,KS,164
5/13/2020,KY,321
5/13/2020,LA,2381
5/13/2020,MA,5315
5/13/2020,MD,1881
5/13/2020,ME,66
5/13/2020,MI,5232
5/13/2020,MN,638
5/13/2020,MO,542
5/13/2020,MP,2
5/13/2020,MS,465
5/13/2020,MT,16
5/13/2020,NC,597
5/13/2020,ND,40
5/13/2020,NE,103
5/13/2020,NH,142
5/13/2020,NJ,11340
5/13/2020,NM,231
5/13/2020,NV,355
5/13/2020,NY,22013
5/13/2020,OH,1483
5/13/2020,OK,278
5/13/2020,OR,130
5/13/2020,PA,3943
5/13/2020,PR,115
5/13/2020,RI,462
5/13/2020,SC,355
5/13/2020,SD,39
5/13/2020,TN,273
5/13/2020,TX,1158
5/13/2020,UT,75
5/13/2020,VA,927
5/13/2020,VI,6
5/13/2020,VT,53
5/13/2020,WA,962
5/13/2020,WI,421
5/13/2020,WV,58
5/13/2020,WY,7
5/12/2020,AK,10
5/12/2020,AL,429
5/12/2020,AR,95
5/12/2020,AS,0
5/12/2020,AZ,562
5/12/2020,CA,2847
5/12/2020,CO,1009
5/12/2020,CT,3041
5/12/2020,DC,336
5/12/2020,DE,334
5/12/2020,FL,1849
5/12/2020,GA,1461
5/12/2020,GU,5
5/12/2020,HI,17
5/12/2020,IA,289
5/12/2020,ID,70
5/12/2020,IL,3601
5/12/2020,IN,1578
5/12/2020,KS,158
5/12/2020,KY,311
5/12/2020,LA,2347
5/12/2020,MA,5141
5/12/2020,MD,1834
5/12/2020,ME,65
5/12/2020,MI,5188
5/12/2020,MN,614
5/12/2020,MO,524
5/12/2020,MP,2
5/12/2020,MS,457
5/12/2020,MT,16
5/12/2020,NC,577
5/12/2020,ND,38
5/12/2020,NE,100
5/12/2020,NH,133
5/12/2020,NJ,11138
5/12/2020,NM,219
5/12/2020,NV,350
5/12/2020,NY,21845
5/12/2020,OH,1436
5/12/2020,OK,278
5/12/2020,OR,130
5/12/2020,PA,3806
5/12/2020,PR,114
5/12/2020,RI,444
5/12/2020,SC,355
5/12/2020,SD,39
5/12/2020,TN,265
5/12/2020,TX,1133
5/12/2020,UT,73
5/12/2020,VA,891
5/12/2020,VI,6
5/12/2020,VT,53
5/12/2020,WA,945
5/12/2020,WI,418
5/12/2020,WV,57
5/12/2020,WY,7
5/11/2020,AK,10
5/11/2020,AL,401
5/11/2020,AR,94
5/11/2020,AS,0
5/11/2020,AZ,542
5/11/2020,CA,2770
5/11/2020,CO,987
5/11/2020,CT,3008
5/11/2020,DC,328
5/11/2020,DE,324
5/11/2020,FL,1805
5/11/2020,GA,1441
5/11/2020,GU,5
5/11/2020,HI,17
5/11/2020,IA,271
5/11/2020,ID,67
5/11/2020,IL,3459
5/11/2020,IN,1540
5/11/2020,KS,158
5/11/2020,KY,304
5/11/2020,LA,2308
5/11/2020,MA,5108
5/11/2020,MD,1788
5/11/2020,ME,65
5/11/2020,MI,5139
5/11/2020,MN,591
5/11/2020,MO,488
5/11/2020,MP,2
5/11/2020,MS,435
5/11/2020,MT,16
5/11/2020,NC,550
5/11/2020,ND,36
5/11/2020,NE,98
5/11/2020,NH,133
5/11/2020,NJ,10926
5/11/2020,NM,208
5/11/2020,NV,344
5/11/2020,NY,21640
5/11/2020,OH,1357
5/11/2020,OK,274
5/11/2020,OR,127
5/11/2020,PA,3731
5/11/2020,PR,113
5/11/2020,RI,430
5/11/2020,SC,331
5/11/2020,SD,34
5/11/2020,TN,251
5/11/2020,TX,1100
5/11/2020,UT,68
5/11/2020,VA,850
5/11/2020,VI,5
5/11/2020,VT,53
5/11/2020,WA,931
5/11/2020,WI,409
5/11/2020,WV,54
5/11/2020,WY,7
5/10/2020,AK,10
5/10/2020,AL,393
5/10/2020,AR,88
5/10/2020,AS,0
5/10/2020,AZ,536
5/10/2020,CA,2745
5/10/2020,CO,971
5/10/2020,CT,2967
5/10/2020,DC,323
5/10/2020,DE,312
5/10/2020,FL,1791
5/10/2020,GA,1405
5/10/2020,GU,5
5/10/2020,HI,17
5/10/2020,IA,265
5/10/2020,ID,67
5/10/2020,IL,3406
5/10/2020,IN,1508
5/10/2020,KS,157
5/10/2020,KY,304
5/10/2020,LA,2286
5/10/2020,MA,4979
5/10/2020,MD,1739
5/10/2020,ME,64
5/10/2020,MI,5081
5/10/2020,MN,578
5/10/2020,MO,482
5/10/2020,MP,2
5/10/2020,MS,430
5/10/2020,MT,16
5/10/2020,NC,547
5/10/2020,ND,35
5/10/2020,NE,96
5/10/2020,NH,131
5/10/2020,NJ,10866
5/10/2020,NM,200
5/10/2020,NV,339
5/10/2020,NY,21478
5/10/2020,OH,1341
5/10/2020,OK,272
5/10/2020,OR,127
5/10/2020,PA,3707
5/10/2020,PR,111
5/10/2020,RI,422
5/10/2020,SC,331
5/10/2020,SD,34
5/10/2020,TN,243
5/10/2020,TX,1088
5/10/2020,UT,67
5/10/2020,VA,839
5/10/2020,VI,4
5/10/2020,VT,53
5/10/2020,WA,921
5/10/2020,WI,400
5/10/2020,WV,54
5/10/2020,WY,7
5/9/2020,AK,10
5/9/2020,AL,388
5/9/2020,AR,88
5/9/2020,AS,0
5/9/2020,AZ,532
5/9/2020,CA,2678
5/9/2020,CO,967
5/9/2020,CT,2932
5/9/2020,DC,311
5/9/2020,DE,301
5/9/2020,FL,1785
5/9/2020,GA,1400
5/9/2020,GU,5
5/9/2020,HI,17
5/9/2020,IA,252
5/9/2020,ID,67
5/9/2020,IL,3349
5/9/2020,IN,1490
5/9/2020,KS,157
5/9/2020,KY,298
5/9/2020,LA,2267
5/9/2020,MA,4840
5/9/2020,MD,1692
5/9/2020,ME,64
5/9/2020,MI,5036
5/9/2020,MN,558
5/9/2020,MO,472
5/9/2020,MP,2
5/9/2020,MS,421
5/9/2020,MT,16
5/9/2020,NC,544
5/9/2020,ND,35
5/9/2020,NE,92
5/9/2020,NH,121
5/9/2020,NJ,10715
5/9/2020,NM,191
5/9/2020,NV,334
5/9/2020,NY,21271
5/9/2020,OH,1331
5/9/2020,OK,270
5/9/2020,OR,124
5/9/2020,PA,3688
5/9/2020,PR,108
5/9/2020,RI,418
5/9/2020,SC,330
5/9/2020,SD,34
5/9/2020,TN,242
5/9/2020,TX,1049
5/9/2020,UT,66
5/9/2020,VA,827
5/9/2020,VI,4
5/9/2020,VT,53
5/9/2020,WA,905
5/9/2020,WI,398
5/9/2020,WV,53
5/9/2020,WY,7
5/8/2020,AK,10
5/8/2020,AL,375
5/8/2020,AR,88
5/8/2020,AS,0
5/8/2020,AZ,517
5/8/2020,CA,2585
5/8/2020,CO,960
5/8/2020,CT,2874
5/8/2020,DC,304
5/8/2020,DE,297
5/8/2020,FL,1738
5/8/2020,GA,1377
5/8/2020,GU,5
5/8/2020,HI,17
5/8/2020,IA,243
5/8/2020,ID,67
5/8/2020,IL,3241
5/8/2020,IN,1447
5/8/2020,KS,152
5/8/2020,KY,294
5/8/2020,LA,2227
5/8/2020,MA,4702
5/8/2020,MD,1643
5/8/2020,ME,63
5/8/2020,MI,4987
5/8/2020,MN,534
5/8/2020,MO,449
5/8/2020,MP,2
5/8/2020,MS,409
5/8/2020,MT,16
5/8/2020,NC,527
5/8/2020,ND,33
5/8/2020,NE,90
5/8/2020,NH,114
5/8/2020,NJ,10538
5/8/2020,NM,181
5/8/2020,NV,328
5/8/2020,NY,21045
5/8/2020,OH,1306
5/8/2020,OK,266
5/8/2020,OR,121
5/8/2020,PA,3616
5/8/2020,PR,107
5/8/2020,RI,399
5/8/2020,SC,316
5/8/2020,SD,31
5/8/2020,TN,241
5/8/2020,TX,1004
5/8/2020,UT,61
5/8/2020,VA,812
5/8/2020,VI,4
5/8/2020,VT,53
5/8/2020,WA,891
5/8/2020,WI,384
5/8/2020,WV,51
5/8/2020,WY,7
5/7/2020,AK,10
5/7/2020,AL,349
5/7/2020,AR,87
5/7/2020,AS,0
5/7/2020,AZ,450
5/7/2020,CA,2504
5/7/2020,CO,944
5/7/2020,CT,2797
5/7/2020,DC,285
5/7/2020,DE,285
5/7/2020,FL,1667
5/7/2020,GA,1336
5/7/2020,GU,5
5/7/2020,HI,17
5/7/2020,IA,231
5/7/2020,ID,66
5/7/2020,IL,3111
5/7/2020,IN,1414
5/7/2020,KS,147
5/7/2020,KY,283
5/7/2020,LA,2208
5/7/2020,MA,4552
5/7/2020,MD,1580
5/7/2020,ME,62
5/7/2020,MI,4925
5/7/2020,MN,508
5/7/2020,MO,418
5/7/2020,MP,2
5/7/2020,MS,396
5/7/2020,MT,16
5/7/2020,NC,507
5/7/2020,ND,31
5/7/2020,NE,86
5/7/2020,NH,111
5/7/2020,NJ,10368
5/7/2020,NM,172
5/7/2020,NV,320
5/7/2020,NY,20828
5/7/2020,OH,1271
5/7/2020,OK,260
5/7/2020,OR,115
5/7/2020,PA,3416
5/7/2020,PR,102
5/7/2020,RI,388
5/7/2020,SC,305
5/7/2020,SD,31
5/7/2020,TN,237
5/7/2020,TX,973
5/7/2020,UT,61
5/7/2020,VA,769
5/7/2020,VI,4
5/7/2020,VT,53
5/7/2020,WA,870
5/7/2020,WI,374
5/7/2020,WV,51
5/7/2020,WY,7
5/6/2020,AK,10
5/6/2020,AL,340
5/6/2020,AR,85
5/6/2020,AS,0
5/6/2020,AZ,426
5/6/2020,CA,2412
5/6/2020,CO,921
5/6/2020,CT,2718
5/6/2020,DC,277
5/6/2020,DE,269
5/6/2020,FL,1605
5/6/2020,GA,1311
5/6/2020,GU,5
5/6/2020,HI,17
5/6/2020,IA,219
5/6/2020,ID,65
5/6/2020,IL,2974
5/6/2020,IN,1377
5/6/2020,KS,144
5/6/2020,KY,275
5/6/2020,LA,2115
5/6/2020,MA,4420
5/6/2020,MD,1520
5/6/2020,ME,62
5/6/2020,MI,4839
5/6/2020,MN,485
5/6/2020,MO,396
5/6/2020,MP,2
5/6/2020,MS,374
5/6/2020,MT,16
5/6/2020,NC,477
5/6/2020,ND,31
5/6/2020,NE,82
5/6/2020,NH,92
5/6/2020,NJ,10104
5/6/2020,NM,169
5/6/2020,NV,311
5/6/2020,NY,19877
5/6/2020,OH,1225
5/6/2020,OK,253
5/6/2020,OR,113
5/6/2020,PA,3106
5/6/2020,PR,99
5/6/2020,RI,370
5/6/2020,SC,305
5/6/2020,SD,29
5/6/2020,TN,239
5/6/2020,TX,948
5/6/2020,UT,58
5/6/2020,VA,713
5/6/2020,VI,4
5/6/2020,VT,52
5/6/2020,WA,862
5/6/2020,WI,362
5/6/2020,WV,50
5/6/2020,WY,7
5/5/2020,AK,9
5/5/2020,AL,313
5/5/2020,AR,83
5/5/2020,AS,0
5/5/2020,AZ,395
5/5/2020,CA,2317
5/5/2020,CO,903
5/5/2020,CT,2633
5/5/2020,DC,264
5/5/2020,DE,266
5/5/2020,FL,1536
5/5/2020,GA,1288
5/5/2020,GU,5
5/5/2020,HI,17
5/5/2020,IA,207
5/5/2020,ID,64
5/5/2020,IL,2838
5/5/2020,IN,1326
5/5/2020,KS,137
5/5/2020,KY,261
5/5/2020,LA,2115
5/5/2020,MA,4212
5/5/2020,MD,1476
5/5/2020,ME,61
5/5/2020,MI,4781
5/5/2020,MN,455
5/5/2020,MO,377
5/5/2020,MP,2
5/5/2020,MS,342
5/5/2020,MT,16
5/5/2020,NC,452
5/5/2020,ND,25
5/5/2020,NE,78
5/5/2020,NH,86
5/5/2020,NJ,9783
5/5/2020,NM,162
5/5/2020,NV,297
5/5/2020,NY,19645
5/5/2020,OH,1135
5/5/2020,OK,247
5/5/2020,OR,109
5/5/2020,PA,3012
5/5/2020,PR,99
5/5/2020,RI,355
5/5/2020,SC,283
5/5/2020,SD,24
5/5/2020,TN,226
5/5/2020,TX,906
5/5/2020,UT,56
5/5/2020,VA,713
5/5/2020,VI,4
5/5/2020,VT,52
5/5/2020,WA,841
5/5/2020,WI,353
5/5/2020,WV,50
5/5/2020,WY,7
5/4/2020,AK,9
5/4/2020,AL,296
5/4/2020,AR,81
5/4/2020,AS,0
5/4/2020,AZ,362
5/4/2020,CA,2254
5/4/2020,CO,851
5/4/2020,CT,2495
5/4/2020,DC,258
5/4/2020,DE,255
5/4/2020,FL,1423
5/4/2020,GA,1222
5/4/2020,GU,5
5/4/2020,HI,17
5/4/2020,IA,188
5/4/2020,ID,64
5/4/2020,IL,2662
5/4/2020,IN,1264
5/4/2020,KS,136
5/4/2020,KY,253
5/4/2020,LA,2064
5/4/2020,MA,4090
5/4/2020,MD,1424
5/4/2020,ME,57
5/4/2020,MI,4722
5/4/2020,MN,428
5/4/2020,MO,358
5/4/2020,MP,2
5/4/2020,MS,310
5/4/2020,MT,16
5/4/2020,NC,430
5/4/2020,ND,25
5/4/2020,NE,78
5/4/2020,NH,86
5/4/2020,NJ,9442
5/4/2020,NM,156
5/4/2020,NV,292
5/4/2020,NY,19415
5/4/2020,OH,1056
5/4/2020,OK,238
5/4/2020,OR,109
5/4/2020,PA,2458
5/4/2020,PR,97
5/4/2020,RI,341
5/4/2020,SC,275
5/4/2020,SD,21
5/4/2020,TN,219
5/4/2020,TX,884
5/4/2020,UT,50
5/4/2020,VA,684
5/4/2020,VI,4
5/4/2020,VT,52
5/4/2020,WA,834
5/4/2020,WI,340
5/4/2020,WV,50
5/4/2020,WY,7
5/3/2020,AK,9
5/3/2020,AL,290
5/3/2020,AR,76
5/3/2020,AS,0
5/3/2020,AZ,362
5/3/2020,CA,2215
5/3/2020,CO,842
5/3/2020,CT,2436
5/3/2020,DC,251
5/3/2020,DE,246
5/3/2020,FL,1403
5/3/2020,GA,1177
5/3/2020,GU,5
5/3/2020,HI,16
5/3/2020,IA,184
5/3/2020,ID,63
5/3/2020,IL,2618
5/3/2020,IN,1246
5/3/2020,KS,134
5/3/2020,KY,248
5/3/2020,LA,1969
5/3/2020,MA,4004
5/3/2020,MD,1372
5/3/2020,ME,57
5/3/2020,MI,4641
5/3/2020,MN,419
5/3/2020,MO,352
5/3/2020,MP,2
5/3/2020,MS,303
5/3/2020,MT,16
5/3/2020,NC,422
5/3/2020,ND,25
5/3/2020,NE,76
5/3/2020,NH,84
5/3/2020,NJ,9380
5/3/2020,NM,151
5/3/2020,NV,287
5/3/2020,NY,19189
5/3/2020,OH,1038
5/3/2020,OK,238
5/3/2020,OR,109
5/3/2020,PA,2444
5/3/2020,PR,97
5/3/2020,RI,320
5/3/2020,SC,275
5/3/2020,SD,21
5/3/2020,TN,210
5/3/2020,TX,867
5/3/2020,UT,50
5/3/2020,VA,660
5/3/2020,VI,4
5/3/2020,VT,52
5/3/2020,WA,830
5/3/2020,WI,339
5/3/2020,WV,50
5/3/2020,WY,7
5/2/2020,AK,9
5/2/2020,AL,288
5/2/2020,AR,73
5/2/2020,AS,0
5/2/2020,AZ,348
5/2/2020,CA,2171
5/2/2020,CO,832
5/2/2020,CT,2339
5/2/2020,DC,240
5/2/2020,DE,235
5/2/2020,FL,1388
5/2/2020,GA,1174
5/2/2020,GU,5
5/2/2020,HI,16
5/2/2020,IA,175
5/2/2020,ID,63
5/2/2020,IL,2559
5/2/2020,IN,1229
5/2/2020,KS,131
5/2/2020,KY,248
5/2/2020,LA,1950
5/2/2020,MA,3846
5/2/2020,MD,1323
5/2/2020,ME,56
5/2/2020,MI,4579
5/2/2020,MN,395
5/2/2020,MO,351
5/2/2020,MP,2
5/2/2020,MS,291
5/2/2020,MT,16
5/2/2020,NC,420
5/2/2020,ND,24
5/2/2020,NE,73
5/2/2020,NH,81
5/2/2020,NJ,9225
5/2/2020,NM,139
5/2/2020,NV,281
5/2/2020,NY,18909
5/2/2020,OH,1021
5/2/2020,OK,238
5/2/2020,OR,104
5/2/2020,PA,2418
5/2/2020,PR,95
5/2/2020,RI,296
5/2/2020,SC,267
5/2/2020,SD,21
5/2/2020,TN,209
5/2/2020,TX,847
5/2/2020,UT,49
5/2/2020,VA,616
5/2/2020,VI,4
5/2/2020,VT,51
5/2/2020,WA,824
5/2/2020,WI,334
5/2/2020,WV,48
5/2/2020,WY,7
5/1/2020,AK,9
5/1/2020,AL,279
5/1/2020,AR,64
5/1/2020,AS,0
5/1/2020,AZ,330
5/1/2020,CA,2073
5/1/2020,CO,820
5/1/2020,CT,2339
5/1/2020,DC,231
5/1/2020,DE,222
5/1/2020,FL,1314
5/1/2020,GA,1154
5/1/2020,GU,5
5/1/2020,HI,16
5/1/2020,IA,170
5/1/2020,ID,63
5/1/2020,IL,2457
5/1/2020,IN,1175
5/1/2020,KS,130
5/1/2020,KY,240
5/1/2020,LA,1927
5/1/2020,MA,3716
5/1/2020,MD,1276
5/1/2020,ME,55
5/1/2020,MI,4520
5/1/2020,MN,371
5/1/2020,MO,337
5/1/2020,MP,2
5/1/2020,MS,281
5/1/2020,MT,16
5/1/2020,NC,399
5/1/2020,ND,23
5/1/2020,NE,70
5/1/2020,NH,72
5/1/2020,NJ,9000
5/1/2020,NM,131
5/1/2020,NV,277
5/1/2020,NY,18610
5/1/2020,OH,1002
5/1/2020,OK,230
5/1/2020,OR,103
5/1/2020,PA,2354
5/1/2020,PR,92
5/1/2020,RI,279
5/1/2020,SC,256
5/1/2020,SD,21
5/1/2020,TN,204
5/1/2020,TX,816
5/1/2020,UT,46
5/1/2020,VA,581
5/1/2020,VI,4
5/1/2020,VT,50
5/1/2020,WA,814
5/1/2020,WI,327
5/1/2020,WV,46
5/1/2020,WY,7
4/30/2020,AK,9
4/30/2020,AL,269
4/30/2020,AR,61
4/30/2020,AS,0
4/30/2020,AZ,320
4/30/2020,CA,1982
4/30/2020,CO,777
4/30/2020,CT,2257
4/30/2020,DC,224
4/30/2020,DE,210
4/30/2020,FL,1290
4/30/2020,GA,1120
4/30/2020,GU,5
4/30/2020,HI,16
4/30/2020,IA,162
4/30/2020,ID,60
4/30/2020,IL,2355
4/30/2020,IN,1114
4/30/2020,KS,129
4/30/2020,KY,235
4/30/2020,LA,1862
4/30/2020,MA,3562
4/30/2020,MD,1226
4/30/2020,ME,53
4/30/2020,MI,4434
4/30/2020,MN,343
4/30/2020,MO,329
4/30/2020,MP,2
4/30/2020,MS,261
4/30/2020,MT,16
4/30/2020,NC,378
4/30/2020,ND,19
4/30/2020,NE,68
4/30/2020,NH,66
4/30/2020,NJ,8664
4/30/2020,NM,123
4/30/2020,NV,269
4/30/2020,NY,18321
4/30/2020,OH,975
4/30/2020,OK,222
4/30/2020,OR,101
4/30/2020,PA,2292
4/30/2020,PR,92
4/30/2020,RI,266
4/30/2020,SC,244
4/30/2020,SD,17
4/30/2020,TN,199
4/30/2020,TX,782
4/30/2020,UT,46
4/30/2020,VA,552
4/30/2020,VI,4
4/30/2020,VT,49
4/30/2020,WA,801
4/30/2020,WI,316
4/30/2020,WV,41
4/30/2020,WY,7
4/29/2020,AK,9
4/29/2020,AL,245
4/29/2020,AR,59
4/29/2020,AS,0
4/29/2020,AZ,304
4/29/2020,CA,1887
4/29/2020,CO,766
4/29/2020,CT,2168
4/29/2020,DC,205
4/29/2020,DE,204
4/29/2020,FL,1240
4/29/2020,GA,1093
4/29/2020,GU,5
4/29/2020,HI,16
4/29/2020,IA,148
4/29/2020,ID,60
4/29/2020,IL,2215
4/29/2020,IN,1065
4/29/2020,KS,125
4/29/2020,KY,225
4/29/2020,LA,1802
4/29/2020,MA,3405
4/29/2020,MD,1168
4/29/2020,ME,52
4/29/2020,MI,4335
4/29/2020,MN,319
4/29/2020,MO,318
4/29/2020,MP,2
4/29/2020,MS,250
4/29/2020,MT,16
4/29/2020,NC,354
4/29/2020,ND,19
4/29/2020,NE,55
4/29/2020,NH,60
4/29/2020,NJ,8184
4/29/2020,NM,112
4/29/2020,NV,257
4/29/2020,NY,18015
4/29/2020,OH,937
4/29/2020,OK,214
4/29/2020,OR,92
4/29/2020,PA,2195
4/29/2020,PR,86
4/29/2020,RI,251
4/29/2020,SC,203
4/29/2020,SD,13
4/29/2020,TN,195
4/29/2020,TX,732
4/29/2020,UT,45
4/29/2020,VA,522
4/29/2020,VI,4
4/29/2020,VT,47
4/29/2020,WA,786
4/29/2020,WI,308
4/29/2020,WV,38
4/29/2020,WY,7
4/28/2020,AK,9
4/28/2020,AL,242
4/28/2020,AR,52
4/28/2020,AS,0
4/28/2020,AZ,293
4/28/2020,CA,1809
4/28/2020,CO,736
4/28/2020,CT,2089
4/28/2020,DC,190
4/28/2020,DE,192
4/28/2020,FL,1154
4/28/2020,GA,1026
4/28/2020,GU,5
4/28/2020,HI,16
4/28/2020,IA,136
4/28/2020,ID,58
4/28/2020,IL,2125
4/28/2020,IN,901
4/28/2020,KS,124
4/28/2020,KY,213
4/28/2020,LA,1758
4/28/2020,MA,3153
4/28/2020,MD,1099
4/28/2020,ME,51
4/28/2020,MI,4247
4/28/2020,MN,301
4/28/2020,MO,314
4/28/2020,MP,2
4/28/2020,MS,239
4/28/2020,MT,15
4/28/2020,NC,342
4/28/2020,ND,19
4/28/2020,NE,55
4/28/2020,NH,60
4/28/2020,NJ,7835
4/28/2020,NM,110
4/28/2020,NV,251
4/28/2020,NY,17638
4/28/2020,OH,799
4/28/2020,OK,207
4/28/2020,OR,92
4/28/2020,PA,1716
4/28/2020,PR,86
4/28/2020,RI,239
4/28/2020,SC,177
4/28/2020,SD,11
4/28/2020,TN,188
4/28/2020,TX,690
4/28/2020,UT,45
4/28/2020,VA,492
4/28/2020,VI,4
4/28/2020,VT,47
4/28/2020,WA,765
4/28/2020,WI,300
4/28/2020,WV,37
4/28/2020,WY,7
4/27/2020,AK,9
4/27/2020,AL,222
4/27/2020,AR,50
4/27/2020,AS,0
4/27/2020,AZ,275
4/27/2020,CA,1755
4/27/2020,CO,706
4/27/2020,CT,1998
4/27/2020,DC,185
4/27/2020,DE,181
4/27/2020,FL,1101
4/27/2020,GA,971
4/27/2020,GU,5
4/27/2020,HI,14
4/27/2020,IA,127
4/27/2020,ID,56
4/27/2020,IL,1983
4/27/2020,IN,844
4/27/2020,KS,120
4/27/2020,KY,208
4/27/2020,LA,1697
4/27/2020,MA,3003
4/27/2020,MD,1045
4/27/2020,ME,51
4/27/2020,MI,4148
4/27/2020,MN,286
4/27/2020,MO,288
4/27/2020,MP,2
4/27/2020,MS,229
4/27/2020,MT,14
4/27/2020,NC,306
4/27/2020,ND,19
4/27/2020,NE,56
4/27/2020,NH,60
4/27/2020,NJ,7407
4/27/2020,NM,104
4/27/2020,NV,245
4/27/2020,NY,17303
4/27/2020,OH,753
4/27/2020,OK,197
4/27/2020,OR,91
4/27/2020,PA,1597
4/27/2020,PR,84
4/27/2020,RI,233
4/27/2020,SC,174
4/27/2020,SD,11
4/27/2020,TN,184
4/27/2020,TX,663
4/27/2020,UT,41
4/27/2020,VA,458
4/27/2020,VI,4
4/27/2020,VT,47
4/27/2020,WA,749
4/27/2020,WI,281
4/27/2020,WV,36
4/27/2020,WY,7
4/26/2020,AK,9
4/26/2020,AL,216
4/26/2020,AR,49
4/26/2020,AS,0
4/26/2020,AZ,275
4/26/2020,CA,1710
4/26/2020,CO,680
4/26/2020,CT,1924
4/26/2020,DC,178
4/26/2020,DE,168
4/26/2020,FL,1094
4/26/2020,GA,912
4/26/2020,GU,5
4/26/2020,HI,14
4/26/2020,IA,118
4/26/2020,ID,56
4/26/2020,IL,1933
4/26/2020,IN,813
4/26/2020,KS,118
4/26/2020,KY,205
4/26/2020,LA,1670
4/26/2020,MA,2899
